iter	Logloss
0	0.6123487854
1	0.5502863693
2	0.496894989
3	0.4477953339
4	0.4132049561
5	0.3831531525
6	0.3497846985
7	0.3219466019
8	0.2905551529
9	0.2670126724
10	0.2485860443
11	0.2320672798
12	0.2181826782
13	0.2031127548
14	0.1884730911
15	0.1794673538
16	0.1704448128
17	0.1624119759
18	0.154534626
19	0.1456021404
20	0.1369001484
21	0.1299347496
22	0.1228370285
23	0.1171789742
24	0.1117337608
25	0.1051511574
26	0.1021879196
27	0.09989804268
28	0.09579119682
29	0.0923243618
30	0.08868330956
31	0.08561927795
32	0.08410354614
33	0.08229738235
34	0.08077638626
35	0.07956532955
36	0.07603191853
37	0.07455993652
38	0.07333380222
39	0.07227586269
40	0.07059695244
41	0.06971547127
42	0.06757702827
43	0.06609435081
44	0.0638909626
45	0.06303141117
46	0.06134036064
47	0.0594946003
48	0.05810228348
49	0.05714368343
50	0.05654971123
51	0.05566356659
52	0.05479645729
53	0.05371453762
54	0.05308314323
55	0.05248376846
56	0.05164745331
57	0.04989087105
58	0.04907337666
59	0.04840666771
60	0.04757347584
61	0.04666338921
62	0.04592364311
63	0.0452358532
64	0.0449045372
65	0.04436612606
66	0.0436681366
67	0.04333099365
68	0.0420770359
69	0.04172035217
70	0.04148200989
71	0.0410771656
72	0.0406421566
73	0.0397827816
74	0.03905953646
75	0.03855750561
76	0.03808739424
77	0.03787808895
78	0.03726188183
79	0.03693747997
80	0.03607774258
81	0.03543551922
82	0.03489497185
83	0.03397516966
84	0.03350388527
85	0.03308442354
86	0.03267725229
87	0.0324112463
88	0.03205783367
89	0.0317872858
90	0.03138679504
91	0.0311772871
92	0.03088491917
93	0.03051979542
94	0.03011172295
95	0.02979757309
96	0.02949783802
97	0.02937728882
98	0.02850077152
99	0.02824442625
100	0.0278980422
101	0.02782326221
102	0.0274349618
103	0.02714687109
104	0.02634839058
105	0.02590195656
106	0.02550590038
107	0.02524132967
108	0.02496036053
109	0.02462819099
110	0.02421028614
111	0.02396353483
112	0.02388121367
113	0.02359839916
114	0.02339365005
115	0.02305855274
116	0.02281971455
117	0.02254458427
118	0.02225435972
119	0.02201601982
120	0.02171585321
121	0.02146559
122	0.02128056765
123	0.02100914001
124	0.02082007408
125	0.02055951595
126	0.02026093245
127	0.02004769564
128	0.01988850713
129	0.0196572125
130	0.01942773342
131	0.01915914655
132	0.01894612074
133	0.01886999726
134	0.01863113165
135	0.01830105305
136	0.01826296329
137	0.01804287195
138	0.01786426306
139	0.01775641441
140	0.01763128519
141	0.01755045652
142	0.01742043853
143	0.01726755381
144	0.01710330129
145	0.016883322
146	0.01678254128
147	0.01652690172
148	0.01632498264
149	0.01599295974
150	0.0157131362
151	0.01559595227
152	0.01539818764
153	0.01523088694
154	0.01510194778
155	0.01499821663
156	0.0148238945
157	0.01475022435
158	0.01464227557
159	0.01458685756
160	0.01452918768
161	0.01436707258
162	0.01418016911
163	0.01414418697
164	0.0139967978
165	0.01396064281
166	0.01379942775
167	0.01364943743
168	0.01358558416
169	0.01350120068
170	0.01341429591
171	0.01333147764
172	0.01316747069
173	0.01300001383
174	0.01294911385
175	0.01290075541
176	0.01275384426
177	0.01268707514
178	0.01254231215
179	0.01245832324
180	0.01230732203
181	0.01227466822
182	0.01217163563
183	0.01203055859
184	0.01188337326
185	0.01176912189
186	0.01164275169
187	0.01152079344
188	0.01145765781
189	0.0113469243
190	0.01122120023
191	0.01116206884
192	0.01104590893
193	0.01097528696
194	0.01091752887
195	0.01089377403
196	0.0107900691
197	0.01067708135
198	0.01057352185
199	0.01051719069
200	0.01043295264
201	0.01033529639
202	0.01023686767
203	0.0101574111
204	0.01008417845
205	0.01003175735
206	0.009957885146
207	0.009871767163
208	0.0097888726
209	0.009746813178
210	0.009706662297
211	0.009685225487
212	0.009618922472
213	0.009578413963
214	0.009479347467
215	0.009430119991
216	0.009363439679
217	0.009320263863
218	0.009242519736
219	0.009184511304
220	0.009114108086
221	0.00906047225
222	0.009038437009
223	0.008991561532
224	0.008948713541
225	0.008928461075
226	0.008858880401
227	0.008813234568
228	0.008719902635
229	0.00868724525
230	0.008649290204
231	0.008589533567
232	0.008493542671
233	0.008433173895
234	0.008371595144
235	0.008306355476
236	0.008232901096
237	0.008149929047
238	0.007999261022
239	0.007939885855
240	0.007939885855
241	0.007929757833
242	0.007878619432
243	0.007830103636
244	0.00780654192
245	0.007747352123
246	0.007713596821
247	0.007668028474
248	0.00761467576
249	0.007552886605
250	0.007514640093
251	0.007491114736
252	0.007436993122
253	0.007373578548
254	0.007316153049
255	0.007268004417
256	0.007212048173
257	0.007146087289
258	0.007078777552
259	0.007029948831
260	0.006967562437
261	0.006928511858
262	0.00691755712
263	0.006881403327
264	0.006869964004
265	0.006829756498
266	0.006817270517
267	0.006788755059
268	0.006746703386
269	0.006710034609
270	0.006674975157
271	0.006663640738
272	0.006623220444
273	0.006598180532
274	0.006559590697
275	0.006492627263
276	0.006437961459
277	0.006405779719
278	0.006353997588
279	0.006321283579
280	0.006310560107
281	0.006277054548
282	0.006247987151
283	0.006239862442
284	0.006192622781
285	0.006162799597
286	0.006114968061
287	0.006083965898
288	0.006072491407
289	0.006025363207
290	0.005996972322
291	0.005970495939
292	0.005922913551
293	0.005871815681
294	0.005843031406
295	0.005816354752
296	0.005795328617
297	0.005754253864
298	0.005711693764
299	0.005701028109
300	0.005690737963
301	0.005674099922
302	0.005646845102
303	0.005625784993
304	0.005609176755
305	0.005584241748
306	0.005559561849
307	0.005518007278
308	0.005480097532
309	0.005439302325
310	0.00540892601
311	0.005408936739
312	0.005369529724
313	0.005347006321
314	0.005331060886
315	0.005308856368
316	0.005283849239
317	0.005259952545
318	0.005237054825
319	0.005237017274
320	0.005198045373
321	0.005190973282
322	0.005160182714
323	0.005123546124
324	0.005101135969
325	0.005079604387
326	0.005067249537
327	0.005048172474
328	0.005025786161
329	0.005005565286
330	0.004974395037
331	0.004957110286
332	0.004924721122
333	0.004917901754
334	0.004895557463
335	0.004882396758
336	0.004871836007
337	0.004850676954
338	0.004832131863
339	0.004825212657
340	0.004807389379
341	0.004796186388
342	0.004777736962
343	0.004770709872
344	0.004745114446
345	0.004718132913
346	0.004699538946
347	0.004673713446
348	0.004661426544
349	0.004647361338
350	0.004634425938
351	0.004634318054
352	0.004628175795
353	0.004611344934
354	0.004598807096
355	0.004582719207
356	0.004563269317
357	0.004543488026
358	0.004521513879
359	0.00449728936
360	0.004477987885
361	0.004467150569
362	0.004450747371
363	0.004450728893
364	0.004432350993
365	0.004405449927
366	0.004395604432
367	0.004385539293
368	0.004370632768
369	0.004351903796
370	0.004341084957
371	0.004311888218
372	0.004305872619
373	0.004291220903
374	0.004261987209
375	0.004235182405
376	0.004235170186
377	0.0042301175
378	0.004202822447
379	0.004193895459
380	0.004185661674
381	0.004161283374
382	0.004132457674
383	0.004132422805
384	0.004107875228
385	0.004085114002
386	0.004085121453
387	0.004082062244
